TeamExp,ManagerExp,YearEnd,Length,Transactions,Entities,PointsAdjust,Envergure,PointsNonAjust,Language_1,Language_2,Language_3,Effort
0.5313560688298025,0.8945595320809094,-2.4479934794384026,-1.0825522663125124,-0.6853731696075986,-0.96491107659534,-1.0051759210179922,-0.3302154846218786,-0.9689099945540194,1.0,0.0,0.0,2422
-1.7416671144976856,-1.754712928312553,0.1944667717310882,-1.0825522663125124,-0.5544551715483328,-0.3687490568046068,-0.618597382717102,1.0080262162141562,-0.4882077435818413,1.0,0.0,0.0,2821
-0.2263183256126936,-0.4300766981158218,1.9561069391774155,-1.2308734842948317,-0.3546329639841902,-0.8363271115424369,-0.6793454387358133,1.0080262162141562,-0.5530215302297755,0.0,0.0,1.0,651
-0.2263183256126936,0.8945595320809094,0.1944667717310882,-0.9342310483301932,0.8856428071035911,0.1338973520385604,0.7730853551661032,0.9124375232972964,0.8890852226867588,1.0,0.0,0.0,5775
1.2890304632722984,0.2322414169825438,0.1944667717310882,-0.7859098303478739,-0.678482748657111,0.0871395465647773,-0.5026238212268348,-0.0434494058712997,-0.499010041356497,1.0,0.0,0.0,3927
-0.2263183256126936,0.8945595320809094,1.0752868554542518,3.3670842731570665,3.3317422445267155,0.1338973520385604,2.7335907994063326,-0.4258041775387382,2.244773593406048,0.0,0.0,1.0,2352
-0.9839927200551896,-1.0923948132141874,1.0752868554542518,-0.3409461764009159,1.884753844924304,-0.8480165629108827,1.1099609385425937,0.0521392870455599,0.980904753771332,1.0,0.0,0.0,4620
1.2890304632722984,0.2322414169825438,-0.6863533119920754,-0.4892673943832352,-0.8300720095678398,-0.9064638197531114,-1.0935367297724816,1.4859696807984544,-0.9419042501173802,1.0,0.0,0.0,3192
-0.9839927200551896,-0.4300766981158218,1.0752868554542518,-0.9342310483301932,-0.7129348534095493,-0.9064638197531114,-0.9996533704708368,-0.2346267917050189,-0.9581076967793636,0.0,1.0,0.0,2548
-0.9839927200551896,-1.0923948132141874,0.1944667717310882,0.1040174775460419,-0.8438528514688152,-0.0998916753303546,-0.7235258431130579,-1.4772797996241942,-0.8284801234834955,0.0,1.0,0.0,3276
-0.9839927200551896,-1.0923948132141874,0.1944667717310882,-0.3409461764009159,-0.2237149659249244,-0.96491107659534,-0.6351650343585686,-0.0434494058712997,-0.6178353168777095,0.0,0.0,1.0,710
-0.9839927200551896,-0.4300766981158218,-2.4479934794384026,0.2523386955283613,0.0587922930450701,-0.8012587574370996,-0.331424754265012,-0.2346267917050189,-0.3693824680606288,1.0,0.0,0.0,3913
-0.9839927200551896,0.2322414169825438,0.1944667717310882,-0.4892673943832352,0.1139156606489715,-0.2752334458570408,-0.0387295752657664,0.7212601374635773,0.0465059962636151,0.0,1.0,0.0,3626
-0.2263183256126936,-0.4300766981158218,1.9561069391774155,-0.3409461764009159,0.5135600757772567,-1.3272840690171583,-0.2154511927747449,0.0521392870455599,-0.223551448102777,1.0,0.0,0.0,4004
1.2890304632722984,0.2322414169825438,-2.4479934794384026,0.1040174775460419,0.3412995520150648,-0.5557802786997389,0.0109733796586337,0.6256714445467177,0.0789128895875822,1.0,0.0,0.0,2800
0.5313560688298025,0.2322414169825438,-0.6863533119920754,-0.7859098303478739,-0.6302498020036973,-0.8363271115424369,-0.9002474606220363,0.4344940587129984,-0.8176778257088398,1.0,0.0,0.0,3136
1.2890304632722984,0.8945595320809094,-0.6863533119920754,3.6637267091217054,4.882086958386442,1.4080475511991473,4.5781226821562955,0.6256714445467177,4.502453828309086,1.0,0.0,0.0,23940
1.2890304632722984,-0.4300766981158218,0.1944667717310882,-0.9342310483301932,-0.8231815886173521,-1.011668882069123,-1.137717134149726,0.1477279799624195,-1.060729525638593,1.0,0.0,0.0,840
-0.9839927200551896,0.2322414169825438,0.1944667717310882,-0.1926249584185966,-0.933428323825155,-1.0467372361744605,-1.242645594545682,-0.0434494058712997,-1.1633513544978218,0.0,1.0,0.0,1267
1.2890304632722984,-1.0923948132141874,-0.6863533119920754,0.4006599135106806,-0.6302498020036973,1.279463586146244,0.0993341884131229,0.5300827516298581,0.1491278251228442,1.0,0.0,0.0,3164
-0.2263183256126936,-1.0923948132141874,0.1944667717310882,0.9939447854399578,0.0312306092431194,0.0637606438278858,0.0551537840358783,0.7212601374635773,0.1383255273481885,1.0,0.0,0.0,6699
0.5313560688298025,0.8945595320809094,-0.6863533119920754,-0.4892673943832352,-0.106577809766634,-0.6960536951210878,-0.4142630124723456,0.4344940587129984,-0.3585801702859731,1.0,0.0,0.0,4172
-0.9839927200551896,0.8945595320809094,1.0752868554542518,-0.4892673943832352,-0.3684138058851656,-0.8012587574370996,-0.6738228881886578,-1.2861024137904749,-0.7744686346102171,0.0,1.0,0.0,2723
-1.7416671144976856,-1.754712928312553,0.1944667717310882,-0.9342310483301932,0.1552581863518976,-0.0180655157512343,0.1159018400545896,0.2433166728792792,0.1113197829115493,1.0,0.0,0.0,3829
1.2890304632722984,0.8945595320809094,0.1944667717310882,0.4006599135106806,-0.7542773791124754,2.2847564038325783,0.4748676256197021,-0.7125702562893171,0.2355462073200897,0.0,1.0,0.0,3437
0.5313560688298025,0.2322414169825438,1.9561069391774155,0.6973023494753192,0.8580811233016403,0.2858602198283551,0.8227883100905035,2.346267917050191,1.299572538123675,0.0,1.0,0.0,8050
0.5313560688298025,-1.0923948132141874,-0.6863533119920754,0.1040174775460419,-0.0376736002617572,-0.3804385081730526,-0.2099286422275893,0.2433166728792792,-0.1911445547788099,1.0,0.0,0.0,7854
1.2890304632722984,2.881513877376006,0.1944667717310882,0.2523386955283613,-0.7473869581619877,-0.5440908273312931,-0.8560670562447917,-1.2861024137904749,-0.914898505680741,1.0,0.0,0.0,1603
-0.2263183256126936,-1.0923948132141874,-0.6863533119920754,-0.3409461764009159,-0.402865910637604,-0.9181532711215572,-0.7566611463959914,-0.2346267917050189,-0.74206174128625,0.0,1.0,0.0,2569
-0.2263183256126936,0.8945595320809094,1.0752868554542518,-0.0443037404362773,0.7685056509453007,-0.3804385081730526,0.4362097717896131,0.0521392870455599,0.3705749295032858,0.0,0.0,1.0,1435
-1.7416671144976856,-0.4300766981158218,-1.567173395715239,-0.7859098303478739,0.2448336587082373,-0.5557802786997389,-0.0663423280015443,-2.050811957125352,-0.4287951058212351,0.0,0.0,1.0,595
0.5313560688298025,0.2322414169825438,1.0752868554542518,-0.9342310483301932,-0.3959754896871163,0.0637606438278858,-0.2872443498877673,-1.1905137208736152,-0.4612019991452021,0.0,1.0,0.0,3472
-0.2263183256126936,0.2322414169825438,-0.6863533119920754,-0.4892673943832352,-0.4924413829939437,-0.9532216252268944,-0.8450219551504806,-2.050811957125352,-0.9689099945540194,1.0,0.0,0.0,2331
1.2890304632722984,0.2322414169825438,0.1944667717310882,0.1040174775460419,2.0087814220330817,0.6482332122501734,1.9162533184273076,1.4859696807984544,2.2393724445187195,0.0,0.0,1.0,5880
0.5313560688298025,-0.4300766981158218,-0.6863533119920754,-0.4892673943832352,-0.402865910637604,-0.8480165629108827,-0.7235258431130579,-0.1390380987881593,-0.704253699074955,0.0,1.0,0.0,1617
0.5313560688298025,-1.0923948132141874,-0.6863533119920754,0.4006599135106806,-0.2030437030734614,2.378272014780144,0.9608520737693927,1.103614909131016,1.126735773729184,1.0,0.0,0.0,4277
-0.9839927200551896,-1.0923948132141874,1.9561069391774155,-0.1926249584185966,-0.7818390629144261,-0.7778798547002082,-0.9941308199236812,-0.2346267917050189,-0.952706547892036,1.0,0.0,0.0,2174
-0.2263183256126936,-1.754712928312553,0.1944667717310882,-0.7859098303478739,-0.7336061162610124,1.3379108429884727,0.0441086829415671,0.9124375232972964,0.1599301228974999,1.0,0.0,0.0,3542
-0.2263183256126936,0.2322414169825438,-0.6863533119920754,-0.6375886123655545,-0.423537173489067,-0.5674697300681846,-0.6075522816227908,-0.9037476421230364,-0.6826491035256437,1.0,0.0,0.0,2989
-0.9839927200551896,0.8945595320809094,0.1944667717310882,-0.4892673943832352,-0.6095785391522343,0.9287800450928714,-0.0497746763600776,0.5300827516298581,0.0032968051649924,1.0,0.0,0.0,3983
-0.2263183256126936,0.2322414169825438,1.0752868554542518,2.3288357472808316,-0.0307831793112695,2.4717876257277105,1.1430962418255268,-0.8081589492061767,0.7648587982782185,1.0,0.0,0.0,14987
1.2890304632722984,1.5568776471792751,0.1944667717310882,2.180514529298512,2.0983568943894215,1.2443952320409066,2.2696965534452644,-0.1390380987881593,1.958512702377672,0.0,1.0,0.0,9100
-0.9839927200551896,-0.4300766981158218,1.0752868554542518,-0.7859098303478739,-0.8989762190727165,-1.035047784806015,-1.209510291262749,-1.2861024137904749,-1.190357098934461,0.0,1.0,0.0,1575
-0.2263183256126936,-1.0923948132141874,-1.567173395715239,0.8456235674576384,-0.2168245449744368,-0.0998916753303546,-0.2209737433219004,1.1992036020478756,-0.0615169814829416,1.0,0.0,0.0,9051
1.2890304632722984,0.8945595320809094,1.0752868554542518,-0.3409461764009159,-0.0238927583607819,-0.4973330218575101,-0.2541090466048339,1.294792294964735,-0.083121577032253,0.0,0.0,1.0,2429
1.2890304632722984,0.8945595320809094,-0.6863533119920754,0.1040174775460419,0.3550803939160402,0.5664070526710532,0.5521833332798802,1.103614909131016,0.71084730940494,0.0,0.0,1.0,1400
0.5313560688298025,-0.4300766981158218,0.1944667717310882,-0.7859098303478739,-0.5268934877463821,-0.8830849170162198,-0.839499404603325,-1.1905137208736152,-0.8932939101314297,0.0,1.0,0.0,1876
-0.2263183256126936,0.8945595320809094,1.0752868554542518,0.5489811314929999,1.0027799632618817,0.7417488231977394,1.154141342919838,0.7212601374635773,1.2131541559264294,0.0,1.0,0.0,11361
-1.7416671144976856,0.8945595320809094,0.1944667717310882,-0.7859098303478739,-0.5544551715483328,-0.9181532711215572,-0.8781572584334141,-2.050811957125352,-0.9905145901033308,0.0,0.0,1.0,546
-0.9839927200551896,0.8945595320809094,1.9561069391774155,-1.0825522663125124,-0.1341394935685847,-0.7194325978579794,-0.4473983157552791,-0.9037476421230364,-0.5530215302297755,0.0,0.0,1.0,847
1.2890304632722984,-1.0923948132141874,-0.6863533119920754,0.4006599135106806,-0.0170023374102942,1.828867800463194,0.8504010628262814,0.9124375232972964,0.9647013071093486,1.0,0.0,0.0,3948
-1.7416671144976856,-1.754712928312553,0.1944667717310882,-1.0825522663125124,0.1345869235004345,0.0403817410909944,0.1269469411489008,0.5300827516298581,0.1761335695594834,1.0,0.0,0.0,5635
-0.9839927200551896,0.2322414169825438,0.1944667717310882,0.1040174775460419,-0.3132904382812642,-0.3687490568046068,-0.4253081135666567,-2.1464006500422115,-0.6880502524129716,0.0,1.0,0.0,3647
-0.2263183256126936,0.8945595320809094,-0.6863533119920754,0.9939447854399578,-0.6164689601027219,0.5780965040394989,-0.2209737433219004,0.6256714445467177,-0.1479353636801872,1.0,0.0,0.0,5180
1.2890304632722984,0.8945595320809094,-0.6863533119920754,-1.5275159202594704,-0.9472091657261302,-0.7077431464895336,-1.0935367297724816,-0.9037476421230364,-1.0769329723005765,1.0,0.0,0.0,805
1.2890304632722984,-1.0923948132141874,1.0752868554542518,1.2905872214045964,0.8718619652026157,-0.4973330218575101,0.4638225245253909,1.103614909131016,0.6190277783203666,1.0,0.0,0.0,10577
1.2890304632722984,0.8945595320809094,0.1944667717310882,0.1040174775460419,0.9683278585094433,1.735352189515628,1.595945386692284,0.6256714445467177,1.6128391735886898,0.0,1.0,0.0,14973
-0.9839927200551896,-1.0923948132141874,0.1944667717310882,-0.9342310483301932,-0.6853731696075986,-0.2518545431201494,-0.6683003376415021,-1.2861024137904749,-0.7690674857228892,1.0,0.0,0.0,2520
-0.2263183256126936,0.2322414169825438,0.1944667717310882,1.8838720933338735,2.0363431058350328,0.7183699204608479,1.9714788238988632,1.1992036020478756,2.190762104532769,0.0,1.0,0.0,13860
1.2890304632722984,0.8945595320809094,-0.6863533119920754,-0.3409461764009159,0.3137378682131141,0.0053133869856571,0.2539656037334791,0.0521392870455599,0.2031393139961226,1.0,0.0,0.0,4977
-0.9839927200551896,-1.0923948132141874,1.0752868554542518,0.1040174775460419,-0.8025103257658891,-0.2869228972254866,-0.7787513485846137,-0.9037476421230364,-0.8230789745961676,1.0,0.0,0.0,2583
