TeamExp,ManagerExp,YearEnd,Length,Transactions,Entities,PointsAdjust,Envergure,PointsNonAjust,Language_1,Language_2,Language_3,Effort
-0.9839927200551897,0.8945595320809094,-0.6863533119920754,0.10401747754604197,0.5204504967277443,-0.8012587574370996,0.03858613239441162,0.6256714445467177,0.10591863402422147,1.0,0.0,0.0,5152
-1.7416671144976856,-1.754712928312553,0.19446677173108823,-1.0825522663125124,0.13458692350043458,0.0403817410909944,0.12694694114890084,0.5300827516298581,0.17613356955948342,1.0,0.0,0.0,5635
1.2890304632722984,0.8945595320809094,-0.6863533119920754,-1.5275159202594704,-0.9472091657261302,-0.7077431464895336,-1.0935367297724816,-0.9037476421230364,-1.0769329723005763,1.0,0.0,0.0,805
-1.7416671144976856,-1.754712928312553,0.19446677173108823,-0.9342310483301931,0.15525818635189761,-0.018065515751234357,0.11590184005458969,0.2433166728792792,0.11131978291154931,1.0,0.0,0.0,3829
-1.7416671144976856,-1.754712928312553,0.19446677173108823,-1.0825522663125124,-0.25816707067736283,-0.3103017999623781,-0.3535149564536343,-0.3302154846218786,-0.40178936138459587,1.0,0.0,0.0,2149
-1.7416671144976856,-1.754712928312553,0.19446677173108823,-1.0825522663125124,-0.5544551715483328,-0.36874905680460685,-0.618597382717102,1.0080262162141562,-0.4882077435818413,1.0,0.0,0.0,2821
-0.2263183256126936,-1.0923948132141874,-0.6863533119920754,-0.34094617640091596,-0.402865910637604,-0.9181532711215571,-0.7566611463959914,-0.23462679170501896,-0.74206174128625,0.0,1.0,0.0,2569
-0.9839927200551897,-0.43007669811582183,-2.4479934794384026,0.2523386955283613,0.05879229304507017,-0.8012587574370996,-0.331424754265012,-0.23462679170501896,-0.3693824680606288,1.0,0.0,0.0,3913
0.5313560688298025,-1.0923948132141874,-0.6863533119920754,0.10401747754604197,-0.03767360026175726,-0.38043850817305264,-0.2099286422275893,0.2433166728792792,-0.19114455477880993,1.0,0.0,0.0,7854
0.5313560688298025,0.8945595320809094,-2.4479934794384026,-1.0825522663125124,-0.6853731696075986,-0.9649110765953401,-1.0051759210179922,-0.3302154846218786,-0.9689099945540194,1.0,0.0,0.0,2422
1.2890304632722984,-1.0923948132141874,-1.567173395715239,1.4389084393869158,-0.07212570501419563,-0.2518545431201494,-0.17679333894465585,-0.3302154846218786,-0.24515604365208837,1.0,0.0,0.0,4067
-0.2263183256126936,-1.0923948132141874,-1.567173395715239,0.8456235674576384,-0.2168245449744368,-0.0998916753303546,-0.22097374332190045,1.1992036020478756,-0.06151698148294169,1.0,0.0,0.0,9051
-0.9839927200551897,-1.0923948132141874,-1.567173395715239,-1.2308734842948317,-0.9954421123795439,-0.5674697300681846,-1.0659239770367037,-0.8081589492061767,-1.049927227863937,1.0,0.0,0.0,2282
0.5313560688298025,0.8945595320809094,-0.6863533119920754,-0.48926739438323524,-0.106577809766634,-0.6960536951210878,-0.41426301247234565,0.43449405871299845,-0.3585801702859731,1.0,0.0,0.0,4172
1.2890304632722984,0.8945595320809094,-0.6863533119920754,-0.34094617640091596,0.3137378682131141,0.005313386985657144,0.2539656037334791,0.05213928704555992,0.20313931399612264,1.0,0.0,0.0,4977
0.5313560688298025,-0.43007669811582183,-0.6863533119920754,-0.48926739438323524,-0.402865910637604,-0.8480165629108827,-0.7235258431130579,-0.13903809878815934,-0.704253699074955,0.0,1.0,0.0,1617
1.2890304632722984,0.2322414169825438,-0.6863533119920754,-0.48926739438323524,-0.8300720095678398,-0.9064638197531114,-1.0935367297724816,1.4859696807984544,-0.9419042501173802,1.0,0.0,0.0,3192
1.2890304632722984,0.8945595320809094,0.19446677173108823,0.4006599135106806,-0.7542773791124754,2.2847564038325783,0.47486762561970214,-0.7125702562893171,0.2355462073200897,0.0,1.0,0.0,3437
0.5313560688298025,0.8945595320809094,1.0752868554542518,0.4006599135106806,-1.160812215191248,3.103017999623781,0.5356156816384134,-0.6169815633724575,0.3111622917426795,0.0,1.0,0.0,4494
1.2890304632722984,-0.43007669811582183,0.19446677173108823,-0.9342310483301931,-0.8231815886173521,-1.011668882069123,-1.137717134149726,0.14772797996241954,-1.0607295256385927,1.0,0.0,0.0,840
1.2890304632722984,0.8945595320809094,0.19446677173108823,0.10401747754604197,0.9683278585094431,1.735352189515628,1.5959453866922841,0.6256714445467177,1.6128391735886898,0.0,1.0,0.0,14973
