forg,year,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,projectname_X,projectname_Y,projectname_de,projectname_erb,projectname_gal,projectname_hst,projectname_slp,projectname_spl,cat2_Avionics,cat2_application_ground,cat2_avionicsmonitoring,cat2_batchdataprocessing,cat2_communications,cat2_datacapture,cat2_launchprocessing,cat2_missionplanning,cat2_monitor_control,cat2_operatingsystem,cat2_realdataprocessing,cat2_science,cat2_simulation,cat2_utility,mode_embedded,mode_organic,mode_semidetached,center_1,center_2,center_3,center_5,center_6,act_effort
1,-1.1540329726179233,0.5084751798731268,0.0447717561396983,-0.1501645264926847,0.2077032461986317,-0.8544695108358057,2.43445853546909,-0.9535781814857266,0.3760821129732465,0.3760111551630742,0.5468245348454566,0.0,0.5153045711322485,-0.3339966839065291,-2.203976319269533,0.2187044413199267,0.4212741584551647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,882.0
1,0.3533415562229314,-0.9245003270420484,-0.99617157410829,-0.1501645264926847,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,0.3760821129732465,-1.081032071093837,-0.9489013987024096,0.0,-3.268115832707154,-0.3339966839065291,-0.0908856214131765,0.2187044413199267,0.0449884014239762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360.0
1,-0.8525580668497524,0.5084751798731268,0.0447717561396983,-0.1501645264926847,-0.7581168486250068,0.8920286102132037,-0.6045299718950092,0.2288587635565744,0.3760821129732465,0.3760111551630742,0.5468245348454566,1.337333742362593,0.5153045711322485,-1.4433428125960714,-1.1474309703413548,-1.1372630948636184,0.3761198676114221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,576.0
1,0.9562913677592734,0.5084751798731268,0.0447717561396983,1.119408288400015,0.2077032461986317,0.018779549688699,-0.6045299718950092,2.5937326536411764,0.3760821129732465,-1.081032071093837,-0.9489013987024096,1.337333742362593,0.5153045711322485,0.7753494447830133,2.02220507644318,1.574671977503472,-0.2560402042009745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,409.0
1,0.3533415562229314,-0.9245003270420484,2.126658416635675,-0.1501645264926847,1.1735233410222703,0.8920286102132037,-0.6045299718950092,1.4112957085988755,1.9658837723601537,0.3760111551630742,-0.9489013987024096,-1.337333742362593,0.5153045711322485,1.8846955734725557,2.02220507644318,-1.1372630948636184,-0.4622447990540658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,170.0
1,1.8607160850637865,0.5084751798731268,-0.99617157410829,-0.1501645264926847,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136603,-1.081032071093837,-0.9489013987024096,0.0,0.5153045711322485,0.7753494447830133,-0.0908856214131765,-1.1372630948636184,-0.6293156751759135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0
1,-0.2496082553134105,-0.9245003270420484,-0.99617157410829,-0.1501645264926847,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,0.3760821129732465,1.8330543814199856,2.0425504683933227,0.0,0.5153045711322485,-0.3339966839065291,-0.0908856214131765,0.2187044413199267,0.0449884014239762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360.0
1,-1.4555078783860944,1.941450686788302,0.0447717561396983,-0.1501645264926847,0.2077032461986317,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,0.3760821129732465,0.3760111551630742,0.5468245348454566,0.0,0.5153045711322485,-0.3339966839065291,-0.0908856214131765,0.2187044413199267,1.8436343200330572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,444.0
1,-0.5510831610815814,-0.9245003270420484,-0.99617157410829,-1.4197373413853849,-0.7581168486250068,0.8920286102132037,-0.6045299718950092,0.2288587635565744,0.3760821129732465,0.3760111551630742,0.5468245348454566,1.337333742362593,0.5153045711322485,-1.4433428125960714,-1.1474309703413548,-1.1372630948636184,0.4287998735957884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,432.0
1,0.3533415562229314,-0.9245003270420484,2.126658416635675,-0.1501645264926847,1.1735233410222703,0.8920286102132037,-0.6045299718950092,1.4112957085988755,1.9658837723601537,0.3760111551630742,-0.9489013987024096,-1.337333742362593,0.5153045711322485,1.8846955734725557,2.02220507644318,-1.1372630948636184,-0.4404202251462569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,192.0
