team_experience,project_size_kloc,complexity,source_dataset,effort_person_months
0.5647504160658011,0.8270397765438455,-1.8182921369480525,0,432.0
1.14520731286862,-0.3251209592301453,-0.1105039420244676,1,84.36842105263158
-0.3639806188187086,-0.5499796849775297,-0.1105039420244676,0,31.2
-0.0157064807370175,-0.3308865675826424,-0.1105039420244676,1,33.89473684210526
-0.0157064807370175,-0.1386996224994078,-0.1105039420244676,1,98.59868421052632
0.5647504160658011,-0.1367777530485755,-0.1105039420244676,1,74.74342105263158
-1.0605288949820912,-0.4673392985917389,1.597284252899117,0,480.0
0.5647504160658011,-0.3760504996772025,-0.1105039420244676,1,34.078947368421055
0.1003848986235462,-0.4759877111204845,-0.1105039420244676,0,70.0
2.886578003277076,-0.2088478574547884,-0.1105039420244676,1,54.1578947368421
-0.5961633775398364,-0.3750895649517863,-0.1105039420244676,1,26.342105263157897
-2.9179909647511115,-0.3991129330871906,-0.1105039420244676,1,14.138157894736842
0.3325676573446735,0.8174304292896838,-0.1105039420244676,0,882.0
-0.5961633775398364,-0.4990501445304726,-0.1105039420244676,0,60.0
-1.7570771711454738,-0.3501052620909659,-0.1105039420244676,1,42.13815789473684
-0.3639806188187086,-0.3404959148368041,-0.1105039420244676,0,120.0
-0.5961633775398364,-0.3741286302263701,-0.1105039420244676,1,51.671052631578945
-0.0157064807370175,-0.4212144317717626,-0.1105039420244676,1,14.967105263157896
-2.9179909647511115,-0.317433481426816,-0.1105039420244676,1,25.19078947368421
0.7969331747869288,0.3369630665815975,-0.1105039420244676,0,360.0
0.3325676573446735,1.6822716821642392,-3.5260803318716367,0,192.0
0.5647504160658011,0.1380495784204498,-0.1105039420244676,1,15.473684210526317
-0.3639806188187086,-0.590338943445009,-0.1105039420244676,0,10.8
0.1003848986235462,-0.1579183170077313,-0.1105039420244676,0,239.0
0.1003848986235462,-0.0474108235848714,1.597284252899117,0,409.0
-1.7570771711454738,-0.4634955596900741,-0.1105039420244676,1,21.55263157894737
-0.5961633775398364,-0.5470968808012813,-0.1105039420244676,0,42.0
-0.3639806188187086,2.278051211922266,-0.1105039420244676,0,2400.0
-0.3639806188187086,-0.5307609904692063,-0.1105039420244676,0,25.2
-0.0157064807370175,-0.295331982742244,-0.1105039420244676,1,94.96052631578948
-0.3639806188187086,-0.5711202489366856,-0.1105039420244676,0,18.0
0.3325676573446735,2.63359706032625,-0.1105039420244676,0,444.0
-0.5961633775398364,-0.4558080818867448,-0.1105039420244676,1,4.282894736842105
1.7256642096714387,-0.5278781862929578,-0.1105039420244676,1,5.296052631578948
0.5647504160658011,-0.5663155753096046,-0.1105039420244676,0,24.0
-1.176620274342655,-0.395269194185526,-0.1105039420244676,1,25.74342105263158
0.5647504160658011,-0.2030822491022914,-0.1105039420244676,1,37.99342105263158
-0.3639806188187086,-0.3750895649517863,-0.1105039420244676,0,117.6
1.7256642096714387,-0.3818161080296995,-0.1105039420244676,1,15.980263157894736
