forg,year,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,projectname_X,projectname_Y,projectname_de,projectname_erb,projectname_gal,projectname_hst,projectname_slp,projectname_spl,cat2_Avionics,cat2_application_ground,cat2_avionicsmonitoring,cat2_batchdataprocessing,cat2_communications,cat2_datacapture,cat2_launchprocessing,cat2_missionplanning,cat2_monitor_control,cat2_operatingsystem,cat2_realdataprocessing,cat2_science,cat2_simulation,cat2_utility,mode_embedded,mode_organic,mode_semidetached,center_1,center_2,center_3,center_5,center_6,act_effort
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.5126670904962451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,117.6
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.5224505201790559,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,117.6
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.6496351060555976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.2
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.6458722484852858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.6345836757743502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.2
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.6910265393290284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.4
1,-0.5510831610815814,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.6812431096462175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.8
1,0.3533415562229314,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,-1.2137195464136605,-1.081032071093837,-0.9489013987024095,0.0,0.5153045711322485,0.7753494447830133,-0.09088562141317655,-1.1372630948636184,-0.2063704842728577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,352.8
1,-0.2496082553134105,0.5084751798731268,-0.9961715741082899,-0.15016452649268477,2.139343435845909,1.7652776707377082,-0.6045299718950092,1.4112957085988755,0.3760821129732465,0.3760111551630742,0.5468245348454566,0.0,0.5153045711322485,0.7753494447830133,0.9656597275150017,0.21870444131992675,-0.6511402490837225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0
1,-0.2496082553134105,-0.9245003270420483,-0.9961715741082899,-0.15016452649268477,-0.7581168486250068,-0.8544695108358057,-0.6045299718950092,-0.9535781814857266,0.3760821129732465,1.8330543814199856,2.0425504683933227,0.0,0.5153045711322485,-0.3339966839065291,-0.09088562141317655,0.21870444131992675,-0.5570688098259253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0
