floor_area_m2,lot_area_m2,prelim_est_cost_total,prelim_est_cost,prelim_est_cost_equiv,planned_duration,unit_price_start,locality_1,locality_2,locality_3,locality_4,locality_5,locality_6,locality_7,locality_8,locality_9,locality_10,locality_11,locality_12,locality_13,locality_14,locality_15,locality_16,locality_17,locality_18,locality_19,locality_20,actual_construction_cost
-0.6772666855473253,-0.5437368481612834,-0.5554578076423672,-1.183769296449482,0.3647872278044329,-0.6047399089819867,-0.9433189902682844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
-0.6383766584534503,-0.5641693072894165,-0.5517263740232663,-1.183769296449482,0.2819804419670986,-0.1271109362828381,-0.8528200510907321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
-0.0105805067951827,0.0283720074264439,-0.3699522505784913,-0.8280647905696701,-0.1053005256413573,-0.6047399089819867,-0.2092720391614721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
-0.1994749241082898,-0.135087665598621,-0.2418396963226918,-0.2055819052799989,-1.0308438004860772,-0.6047399089819867,0.1125019668031578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220
-0.149473460701879,-0.0942227473423547,0.5328769979287441,2.3732757623486385,0.6508801230490255,-0.6047399089819867,3.631905157041299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590
1.300568978084031,1.2543195551144313,1.0083682533913223,0.5058271064796251,0.2911892845239537,-1.0823688816811352,0.7158282279868392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290
-0.1772520514832183,-0.2372499612392866,-0.1567274723441511,0.06119647412986,-0.7848621483152175,-0.1271109362828381,-0.1288285376703146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,270
-0.3217007235461825,-0.0942227473423547,0.4390580955056344,2.9957586476383096,0.1319818641931842,-0.1271109362828381,4.23523141822498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
-0.038359097576522,0.0079395482983108,-0.0812103633861556,0.06119647412986,0.6341003743584711,-0.6047399089819867,0.1125019668031578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240
0.3172068644246207,0.1713992213233758,-0.2148312244130088,-0.650212537629764,-0.0660992472471555,-0.1271109362828381,-0.5109351697533128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
0.494989845425192,0.3144264352203076,0.8139783305676827,1.2172361182392493,-0.5780089773641973,-0.1271109362828381,-0.0886067869247358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,400
-0.7383795852662717,-0.6050342255456828,-0.5186765333969435,-0.650212537629764,-0.897879761512986,-0.6047399089819867,-0.76232111191318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110
-0.7106009944849324,-0.6254666846738159,-0.5746480376834578,-1.3616215493893882,-1.3152259621331508,0.3505180364163104,-0.9131526772091004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50
-0.4494822411403432,-0.2781148794955528,-0.5009078018774152,-1.005917043509576,-0.149815997764021,-1.0823688816811352,-0.9030972395227056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
-0.1661406151706826,-0.2168175021111535,-0.5064161086484691,-1.183769296449482,-0.2785214020369065,-0.1271109362828381,-0.923208114895495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
0.3449854552059599,0.375723812604707,0.1689733764088035,0.1501226005998131,-0.8351649957996993,-1.0823688816811352,-0.2293829145342615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220
0.0505323929237636,-0.0533578290860885,0.5815633222922519,1.7507928770589674,-0.29002335558618,-0.6047399089819867,2.324698257809989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450
-0.7661581760476109,-0.5784720286791097,-0.3649770057530233,1.6618667505890143,-0.406972016199523,-1.5599978543802837,0.7158282279868392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420
-0.1105834336080041,-0.0737902882142216,-0.5554578076423672,-1.3616215493893882,-1.3152259621331508,-0.6047399089819867,-0.9734853033274684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40
-0.805048203141486,-0.7071965211863483,-0.5428420082635022,-0.7391386640997171,-0.4018034168197862,1.3057759818146075,-0.4405471059485499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140
-0.4147590026636691,-0.4568988968667176,0.045836066978472,1.7507928770589674,0.0015293277355993,-0.6047399089819867,0.8163826048507861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
-0.2328092330458969,-0.1759525838548872,-0.4895358137049171,-1.0948431699795291,-0.0732333703346799,-0.6047399089819867,-0.6215449843036543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
7.745202039354742,6.158109745866381,12.22541308703918,2.6400541417584975,1.6600673512362485,-0.6047399089819867,1.9224807503542016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630
-0.7883810486726823,-0.7071965211863483,-0.5275608991567078,-0.561286411159811,-0.2422684092043854,1.3057759818146075,-0.3198818537118137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170
-0.1550291788581469,-0.1146552064704878,0.1387665328256053,1.0393838652993432,0.5389180688795132,-0.6047399089819867,2.726915765265777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370
-0.6717109673910574,-0.6254666846738159,-0.4717670821853887,-0.383434158219905,0.413342943104215,1.3057759818146075,-0.7321547988539959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170
-0.6717109673910574,-0.5846017664175497,-0.4810068225755435,-0.472360284689858,-0.7738333763993002,0.3505180364163104,-0.6718221727356278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,160
0.0616438292362993,-0.0124929108298222,-0.1903103749160596,-0.383434158219905,-1.058506726743824,-0.6047399089819867,0.4141650973949985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170
-0.7550467397350752,-0.6663316029300822,-0.4511553536227358,0.3279748535397191,-0.2639255685772267,0.828147009115459,-0.4405471059485499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,280
-0.3939250595776647,-0.3189797977518191,-0.3289064807683808,-0.2055819052799989,1.001616909127511,-0.1271109362828381,-0.2494937899070509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
-0.6383766584534503,-0.5641693072894165,-0.3971384098033697,0.1501226005998131,-0.748791148418603,0.3505180364163104,0.3136107205310516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300
-0.6717109673910574,-0.5846017664175497,-0.4440478610149245,-0.1166557788100459,-0.321398937736414,0.3505180364163104,0.1125019668031578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220
-0.2105863604208254,-0.1555201247267541,-0.3907416664563394,-0.7391386640997171,-1.1030585974536689,1.3057759818146075,-0.2595492275934455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150
-0.6550438129222539,-0.5641693072894165,-0.5435527575242832,-1.0948431699795291,-0.8967150067231862,0.3505180364163104,-0.8930418018363109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50
-0.6605995310785218,-0.5846017664175497,-0.5154781617234284,-0.8280647905696701,-0.6624900982118689,0.3505180364163104,-0.6718221727356278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100
